prvdr_num,prvdr_name,prvdr_address,city,state,prov_region,zip,CBSA_CD,MSA_CD,ownership,urban_rural,teaching,UCN,beds_grp,org_npi_num,IDN,IDN_parent,Covid_payment
280097,GARDEN COUNTY HOSPITAL,NORTH HWY 27   PO BOX 320,OSHKOSH,NE,MIDWEST,69154,99928,28,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
280098,ROCK COUNTY HOSPITAL,PO BOX 100  102 E SOUTH ST,BASSETT,NE,MIDWEST,68714,99928,28,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
280101,GENOA COMMUNITY HOSPITAL,706 EWING AVENUE,GENOA,NE,MIDWEST,68640,99928,28,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
280102,HARLAN COUNTY HEALTH SYSTEM,717 NORTH BROWN,ALMA,NE,MIDWEST,68920,99928,28,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
280103,COMMUNITY MEMORIAL HOSPITAL,295 NORTH 8TH STREET,BURWELL,NE,MIDWEST,68823,99928,28,PRIVATE (NOT FOR PROFIT),RURAL,NO,NA,000-099,NA,NA,NA,0
280104,VALLEY COUNTY HOSPITAL,217 WESTRIDGE DRIVE,ORD,NE,MIDWEST,68862,99928,28,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
280105,CHI HEALTH MIDLANDS,11111 SOUTH 84TH ST,PAPILLION,NE,MIDWEST,68046,36540,36540,CHURCH,URBAN,NO,3592,100-199,1215006101,CHI Health (FKA Alegent Creighton Health),Catholic Health Initiatives (CHI),0
280106,GOTHENBURG MEMORIAL HOSPITAL,910 20TH STREET  PO BOX 469,GOTHENBURG,NE,MIDWEST,69138,99928,28,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
280107,COMMUNITY MEMORIAL HOSPITAL,1128 GRAND AVENUE  RT 2  BOX 34C,HUMBOLDT,NE,MIDWEST,68376,99928,28,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,0
280108,PHELPS MEMORIAL HEALTH CENTER,1215 TIBBALS ST,HOLDREGE,NE,MIDWEST,68949,99928,28,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,0
280109,GOLI MEDICAL CENTER,1201 WEST MAIN  RR1  BOX 11,SARGENT,NE,MIDWEST,68874,99928,28,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
280110,BROWN COUNTY HOSPITAL,945 E ZERO ST,AINSWORTH,NE,MIDWEST,69210,99928,28,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
280111,COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,COLUMBUS,NE,MIDWEST,68601,99928,28,OTHER (SPECIFY),RURAL,NO,3601,000-099,1760589295,NA,NA,0
280114,CALLAWAY DISTRICT HOSPITAL,211 KIMBALL  PO BOX 100,CALLAWAY,NE,MIDWEST,68825,99928,28,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
280116,PIONEER MEMORIAL COMMUNITY HOSPITAL,P.O. BOX 493,MULLEN,NE,MIDWEST,69152,99928,28,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
280117,TRI-COUNTY AREA HOSPITAL DISTRICT,"P O BOX 980, 1201 NORTH ERIE STREET",LEXINGTON,NE,MIDWEST,68850,99928,28,HOSPITAL DISTRICT OR AUTHORITY,RURAL,YES,NA,000-099,NA,NA,NA,0
280118,BOX BUTTE GENERAL HOSPITAL,2101 BOX BUTTE AVE,ALLIANCE,NE,MIDWEST,69301,99928,28,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
280119,WINNEBAGO IHS HOSPITAL,HWY 77-75,WINNEBAGO,NE,MIDWEST,68071,99928,28,FEDERAL,RURAL,NO,NA,000-099,NA,NA,NA,0
280123,BEATRICE STATE DEVELOPMENTAL CENTER,3000 LINCOLN BLVD,BEATRICE,NE,MIDWEST,68310,99928,28,STATE,RURAL,NO,NA,000-099,NA,NA,NA,0
280124,UNIVERSITY HEALTH CENTER,15TH & 'U' STREET  PO BOX 880618,LINCOLN,NE,MIDWEST,68588,30700,30700,STATE,URBAN,NO,NA,000-099,NA,NA,NA,0
280125,FAITH REGIONAL HEALTH SERVICES,2700 WEST NORFOLK AVE,NORFOLK,NE,MIDWEST,68701,99928,28,CHURCH,RURAL,NO,10470,100-199,1285676544,NA,NA,0
280126,SELECT SPECIALTY HOSPITAL - OMAHA,11111 S 84TH STREET,PAPILLION,NE,MIDWEST,68046,36540,36540,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
280127,LINCOLN SURGICAL HOSPITAL,"1710 SOUTH 70TH STREET, SUITE 200",LINCOLN,NE,MIDWEST,68506,30700,30700,PRIVATE (FOR PROFIT),URBAN,YES,208893,000-099,1306849005,NA,NA,0
280128,CHI HEALTH NEBRASKA HEART,7500 SOUTH 91ST ST,LINCOLN,NE,MIDWEST,68526,30700,30700,PRIVATE (NOT FOR PROFIT),URBAN,YES,79850,000-099,1699718437,CHI Health (FKA Alegent Creighton Health),Catholic Health Initiatives (CHI),0
280129,ORTHONEBRASKA HOSPITAL,2808 SOUTH 143RD PLZ,OMAHA,NE,MIDWEST,68144,36540,36540,PHYSICIAN OWNERSHIP,URBAN,YES,81783,000-099,1356345318,NA,NA,0
280130,CHI HEALTH LAKESIDE,16901 LAKESIDE HILLS CT,OMAHA,NE,MIDWEST,68130,36540,36540,CHURCH,URBAN,NO,162932,100-199,1649355132,CHI Health (FKA Alegent Creighton Health),Catholic Health Initiatives (CHI),0
280131,MIDWEST SURGICAL HOSPITAL LLC,7915 FARNAM DRIVE,OMAHA,NE,MIDWEST,68114,36540,36540,PHYSICIAN OWNERSHIP,URBAN,NO,1078522,000-099,1013122571,NA,NA,0
280132,BELLEVUE MEDICAL CENTER,2500 BELLEVUE MEDICAL CENTER DR,BELLEVUE,NE,MIDWEST,68123,36540,36540,PRIVATE (FOR PROFIT),URBAN,YES,1122770,000-099,1609007525,Nebraska Medicine,NA,0
280133,"NEBRASKA SPINE HOSPITAL, LLC","P O BOX 34400, 6901 NORTH 72ND ST, STE 20300",OMAHA,NE,MIDWEST,68122,36540,36540,PRIVATE (FOR PROFIT),URBAN,NO,1157592,000-099,1649595448,NA,NA,0
280134,KEARNEY REGIONAL MEDICAL CENTER,804 22ND AVENUE,KEARNEY,NE,MIDWEST,68845,99928,28,PRIVATE (FOR PROFIT),RURAL,NO,1277614,000-099,1265877567,NA,NA,0
280135,SELECT SPECIALITY HOSPITAL - LINCOLN,2300 SOUTH 16TH STREET - 7TH FLOOR,LINCOLN,NE,MIDWEST,68502,30700,30700,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
280136,MADONNA REHABILITATION SPECIALTY HOSPITAL,"2500 BELLEVUE MEDICAL CENTER DRIVE, 4TH FLOOR",BELLEVUE,NE,MIDWEST,68123,36540,36540,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
280138,HEARTLAND SURGERY CENTER,3515 30TH AVENUE,KEARNEY,NE,MIDWEST,68845,99928,28,PRIVATE (FOR PROFIT),RURAL,NO,NA,000-099,1558337790,NA,NA,0
280139,GRAND ISLAND REGIONAL MEDICAL CENTER,3533 PRAIRIEVIEW STREET,GRAND ISLAND,NE,MIDWEST,68803,24260,24260,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,000-099,1558910604,NA,NA,0
280140,ADVANCED MEDICAL IMAGING SURGERY CENTER,7555 PIONEERS BLVD,LINCOLN,NE,MIDWEST,68506,30700,30700,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,1609343052,NA,NA,0
290002,SOUTH LYON MEDICAL CENTER,213 S WHITACRE/PO BOX 940,YERINGTON,NV,WEST,89447,99929,29,HOSPITAL DISTRICT OR AUTHORITY,RURAL,YES,12971,000-099,NA,NA,NA,0
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,3186 S MARYLAND PKWY,LAS VEGAS,NV,WEST,89109,29820,29820,PRIVATE (FOR PROFIT),URBAN,YES,7104,500+,1861439952,Sunrise Health,Hospital Corporation of America (HCA),0
290006,BANNER CHURCHILL COMMUNITY HOSPITAL,801 EAST WILLIAMS AVENUE,FALLON,NV,WEST,89406,99929,29,OTHER (SPECIFY),RURAL,NO,11521,000-099,NA,NA,NA,0
290007,UNIVERSITY MEDICAL CENTER,1800 W CHARLESTON BLVD,LAS VEGAS,NV,WEST,89102,29820,29820,OTHER (SPECIFY),URBAN,YES,6846,500+,1548393127,NA,NA,0
290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,2001 ERRECART BLVD,ELKO,NV,WEST,89801,99929,29,PRIVATE (FOR PROFIT),RURAL,NO,6847,000-099,1770674350,LifePoint Health (FKA: LifePoint Hospitals),LifePoint Health (FKA: LifePoint Hospitals),0
290009,SAINT MARY'S REGIONAL MEDICAL CENTER,235 W 6TH ST,RENO,NV,WEST,89503,39900,39900,PRIVATE (FOR PROFIT),URBAN,YES,4194,300-399,1801152566,Prime Healthcare Services,Prime Healthcare Services,0
290010,BOULDER CITY HOSPITAL,901 ADAMS BOULEVARD,BOULDER CITY,NV,WEST,89005,29820,29820,PRIVATE (NOT FOR PROFIT),URBAN,YES,NA,000-099,NA,NA,NA,0
290011,PERSHING GENERAL HOSPITAL,855 6TH ST,LOVELOCK,NV,WEST,89419,99929,29,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
290012,SAINT ROSE DOMINICAN HOSPITALS - ROSE DE LIMA,102 E LAKE MEAD DR,HENDERSON,NV,WEST,89015,29820,29820,PRIVATE (NOT FOR PROFIT),URBAN,NO,9949,100-199,1447393152,Dignity Health (FKA: Catholic Healthcare West),Dignity Health (FKA: Catholic Healthcare West),0
290013,BATTLE MOUNTAIN GENERAL HOSPITAL,535 SOUTH HUMBOLDT STREET,BATTLE MOUNTAIN,NV,WEST,89820,99929,29,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
290014,WILLIAM BEE RIRIE HOSPITAL,P O BOX 435,ELY,NV,WEST,89301,99929,29,LOCAL,RURAL,YES,NA,000-099,NA,NA,NA,0
290015,MT GRANT GENERAL HOSPITAL,FIRST AND A STREETS,HAWTHORNE,NV,WEST,89415,99929,29,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
290018,WOMENS HOSPITAL,2025 EAST SAHARA AVENUE,LAS VEGAS,NV,WEST,89104,29820,29820,PRIVATE (FOR PROFIT),URBAN,YES,NA,000-099,NA,NA,NA,0
290019,CARSON TAHOE REGIONAL MEDICAL CENTER,1600 MEDICAL PARKWAY,CARSON CITY,NV,WEST,89703,16180,16180,PRIVATE (NOT FOR PROFIT),URBAN,NO,5708,200-299,1255360160,Carson Tahoe Regional Healthcare,NA,0
290020,NYE REGIONAL MEDICAL CENTER,825 ERIE MAIN ST (AKA SOUTH MAIN),TONOPAH,NV,WEST,89049,99929,29,PRIVATE (FOR PROFIT),RURAL,YES,NA,000-099,NA,NA,NA,0
290021,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,LAS VEGAS,NV,WEST,89106,29820,29820,PRIVATE (FOR PROFIT),URBAN,YES,7102,300-399,1417947490,The Valley Health System (Las Vegas NV),Universal Health Services,0
290022,DESERT SPRINGS HOSPITAL,2075 EAST FLAMINGO ROAD,LAS VEGAS,NV,WEST,89119,29820,29820,PRIVATE (FOR PROFIT),URBAN,NO,72981,300-399,1154317964,The Valley Health System (Las Vegas NV),Universal Health Services,0
290027,GROVER C DILS MEDICAL CENTER,"700 N SPRING ST, BOX 1010-C-ADM BLDG",CALIENTE,NV,WEST,89008,99929,29,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
290028,SCHURZ PHS INDIAN HOSPITAL,SCHURZ INDIAN HOSPITAL,SCHURZ,NV,WEST,89427,99929,29,FEDERAL,RURAL,NO,NA,000-099,NA,NA,NA,0
290029,OWYHEE COMMUNITY HEALTH FACILITY,BOX 212,OWYHEE,NV,WEST,89832,99929,29,FEDERAL,RURAL,NO,NA,000-099,NA,NA,NA,0
290031,INCLINE VILLAGE COMMUNITY HOSPITAL,880 ALDER AVE,INCLINE VILLAGE,NV,WEST,89450,39900,39900,OTHER (SPECIFY),URBAN,NO,NA,000-099,NA,NA,NA,0
290033,NATHAN ADELSON HOSPICE,4141 SOUTH SWENSON,LAS VEGAS,NV,WEST,89109,29820,29820,OTHER (SPECIFY),URBAN,NO,NA,000-099,NA,NA,NA,0
290034,CARE UNIT HOSPITAL OF NEVADA,5100 W SAHARA,LAS VEGAS,NV,WEST,89102,29820,29820,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
290036,IHS OF SHADOW MOUNTAIN,5659 WEST DUNCAN DR,LAS VEGAS,NV,WEST,89130,29820,29820,PRIVATE (FOR PROFIT),URBAN,NO,NA,100-199,NA,NA,NA,0
290037,THC OF LAS VEGAS,5100 W SAHARA AVE,LAS VEGAS,NV,WEST,89102,29820,29820,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
290038,INCLINE VILLAGE COMMUNITY HOSPITAL,880 ALDER ST,INCLINE VILLAGE,NV,WEST,89451,39900,39900,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,657 TOWN CENTER DRIVE,LAS VEGAS,NV,WEST,89144,29820,29820,PRIVATE (FOR PROFIT),URBAN,YES,66001,400-499,1831189638,The Valley Health System (Las Vegas NV),Universal Health Services,0
290042,HARMON HOSPITAL,2170 EAST HARMON AVENUE,LAS VEGAS,NV,WEST,89119,29820,29820,PRIVATE (FOR PROFIT),URBAN,NO,NA,100-199,1982792255,Fundamental Long-Term Care Holdings,NA,0
290043,SELECT SPECIALTY HOSPITAL,235 WEST SIXTH STREET,RENO,NV,WEST,89520,29820,29820,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
290044,PROGRESSIVE HOSPITAL,4015 SOUTH MCLEOD,LAS VEGAS,NV,WEST,89121,29820,29820,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
290045,SAINT ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,3001 ST ROSE PARKWAY,HENDERSON,NV,WEST,89052,29820,29820,PRIVATE (NOT FOR PROFIT),URBAN,YES,73838,300-399,1770626426,Dignity Health (FKA: Catholic Healthcare West),Dignity Health (FKA: Catholic Healthcare West),0
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,LAS VEGAS,NV,WEST,89118,29820,29820,PRIVATE (FOR PROFIT),URBAN,YES,80622,300-399,1346230323,The Valley Health System (Las Vegas NV),Universal Health Services,0
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET RD,LAS VEGAS,NV,WEST,89148,29820,29820,PRIVATE (FOR PROFIT),URBAN,NO,80683,200-299,1457306359,Sunrise Health,Hospital Corporation of America (HCA),0
290048,CARSON VALLEY MEDICAL CENTER,1107 HIGHWAY 395,GARDNERVILLE,NV,WEST,89410,99929,29,PRIVATE (NOT FOR PROFIT),RURAL,NO,NA,000-099,NA,NA,NA,0
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,10101 DOUBLE R BLVD,RENO,NV,WEST,89521,39900,39900,PRIVATE (NOT FOR PROFIT),URBAN,NO,270403,100-199,1720058027,Renown Health,NA,0
290050,MESA VIEW REGIONAL HOSPITAL,1299 BERTHA HOWE AVENUE,MESQUITE,NV,WEST,89027,29820,29820,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
290051,SIERRA SURGERY HOSPITAL,1400 MEDICAL PKWY,CARSON CITY,NV,WEST,89703,16180,16180,PRIVATE (FOR PROFIT),URBAN,NO,412164,000-099,NA,NA,NA,0
290052,DESERT VIEW REGIONAL MEDICAL CENTER,360 SOUTH LOLA LANE,PAHRUMP,NV,WEST,89048,99929,29,PRIVATE (NOT FOR PROFIT),RURAL,NO,NA,000-099,NA,NA,NA,0
290053,SAINT ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,8280 W WARM SPRINGS ROAD,LAS VEGAS,NV,WEST,89113,29820,29820,PRIVATE (NOT FOR PROFIT),URBAN,YES,440597,100-199,1528101284,Dignity Health (FKA: Catholic Healthcare West),Dignity Health (FKA: Catholic Healthcare West),0
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,LAS VEGAS,NV,WEST,89149,29820,29820,PRIVATE (NOT FOR PROFIT),URBAN,YES,1020284,200-299,1487771812,The Valley Health System (Las Vegas NV),Universal Health Services,0
290055,CONTINUECARE HOSPITAL OF CARSON TAHOE INC,775 FLEISCHMANN WAY 2ND FLR,CARSON CITY,NV,WEST,89703,16180,16180,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
290056,ORTHOPEDIC SPECIALTY HOSPITAL OF NEVADA,8656 WEST PATRICK LANE,LAS VEGAS,NV,WEST,89148,29820,29820,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,100-199,1336540491,Fundamental Long-Term Care Holdings,NA,0
290058,DIGNITY HEALTH ST ROSE DOMINICAN N L V  CAMPUS,1550 W CRAIG RANCH,NORTH LAS VEGAS,NV,WEST,89031,29820,29820,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,1922542968,NA,NA,0
290059,VALLEY VIEW SURGERY CENTER,1330 S VALLEY VIEW BLVD,LAS VEGAS,NV,WEST,89102,29820,29820,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,1669585964,NA,NA,0
290060,SIENA SURGERY CENTER,"2865 SIENA HEIGHTS DR, SUITE 200",HENDERSON,NV,WEST,89052,29820,29820,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
300001,CONCORD HOSPITAL,250 PLEASANT ST,CONCORD,NH,NORTHEAST,3301,99930,30,PRIVATE (NOT FOR PROFIT),RURAL,YES,7375,200-299,1215988530,Granite Healthcare Network,Granite Healthcare Network,0
300002,NEWPORT HOSPITAL,167 SUMMER ST,NEWPORT,NH,NORTHEAST,3773,99930,30,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,0
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE,LEBANON,NH,NORTHEAST,3756,99930,30,PRIVATE (NOT FOR PROFIT),RURAL,YES,54346,300-399,1023092053,Dartmouth-Hitchcock Health,NA,0
300005,CONCORD HOSPITAL- LACONIA,80 HIGHLAND ST,LACONIA,NH,NORTHEAST,3246,99930,30,PRIVATE (NOT FOR PROFIT),RURAL,YES,7374,100-199,1053495234,LRGHealthcare,Granite Healthcare Network,0
300006,HUGGINS HOSPITAL,240 SOUTH MAIN ST,WOLFEBORO,NH,NORTHEAST,3894,99930,30,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,0
300007,MONADNOCK COMMUNITY HOSPITAL,452 OLD STREET ROAD,PETERBOROUGH,NH,NORTHEAST,3458,31700,31700,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
300008,LITTLETON REGIONAL HOSPITAL,600 ST JOHNSBURY ROAD,LITTLETON,NH,NORTHEAST,3561,99930,30,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,0
300009,NEW LONDON HOSPITAL ASSOCIATION INC,273 COUNTY ROAD,NEW LONDON,NH,NORTHEAST,3257,99930,30,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,0
300010,SPEARE MEMORIAL HOSPITAL,16 HOSPITAL ROAD,PLYMOUTH,NH,NORTHEAST,3264,99930,30,PRIVATE (FOR PROFIT),RURAL,NO,NA,000-099,NA,NA,NA,0
300011,ST JOSEPH HOSPITAL,172 KINSLEY ST,NASHUA,NH,NORTHEAST,3060,31700,31700,OTHER (SPECIFY),URBAN,NO,7371,200-299,1093787384,Covenant Health Systems,NA,0
300012,ELLIOT HOSPITAL,1 ELLIOT WAY,MANCHESTER,NH,NORTHEAST,3103,31700,31700,PRIVATE (NOT FOR PROFIT),URBAN,NO,7373,200-299,1902996028,NA,NA,0
300013,FRANKLIN REGIONAL HOSPITAL,15 AIKEN AVENUE,FRANKLIN,NH,NORTHEAST,3235,99930,30,PRIVATE (NOT FOR PROFIT),RURAL,NO,NA,000-099,NA,NA,NA,0
300014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,ROCHESTER,NH,NORTHEAST,3867,40484,40484,PRIVATE (NOT FOR PROFIT),URBAN,NO,7384,100-199,1003858408,NA,NA,0
300015,MEMORIAL HOSPITAL THE,3073 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,NH,NORTHEAST,3860,99930,30,PRIVATE (NOT FOR PROFIT),RURAL,NO,NA,000-099,NA,NA,NA,0
300016,ALICE PECK DAY MEMORIAL HOSPITAL,125 MASCOMA STREET,LEBANON,NH,NORTHEAST,3766,99930,30,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,0
300018,WENTWORTH-DOUGLASS HOSPITAL,789 CENTRAL AVE,DOVER,NH,NORTHEAST,3820,40484,40484,PRIVATE (NOT FOR PROFIT),URBAN,NO,7382,100-199,1033118104,Granite Healthcare Network,Granite Healthcare Network,0
300019,CHESHIRE MEDICAL CENTER,580 COURT STREET,KEENE,NH,NORTHEAST,3431,99930,30,PRIVATE (NOT FOR PROFIT),RURAL,YES,7378,100-199,1629181516,Dartmouth-Hitchcock Health,NA,0
300020,SOUTHERN NH MEDICAL CENTER,8 PROSPECT STREET,NASHUA,NH,NORTHEAST,3060,31700,31700,PRIVATE (NOT FOR PROFIT),URBAN,YES,7370,100-199,1598700940,Southern New Hampshire Health System,Granite Healthcare Network,0
300021,WEEKS MEMORIAL HOSPITAL-SWING,RR 1 BOX 8 MIDDLE STREET,LANCASTER,NH,NORTHEAST,3584,99930,30,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,0
300022,ANDROSCOGGIN VALLEY HOSPITAL,59 PAGE HILL ROAD,BERLIN,NH,NORTHEAST,3570,99930,30,PRIVATE (NOT FOR PROFIT),RURAL,NO,NA,000-099,NA,NA,NA,0
300023,EXETER HOSPITAL INC,5 ALUMNI DRIVE,EXETER,NH,NORTHEAST,3833,40484,40484,PRIVATE (NOT FOR PROFIT),URBAN,NO,7383,100-199,1437158433,Granite Healthcare Network,Granite Healthcare Network,0
300024,VALLEY REGIONAL HOSPITAL,243 ELM ST,CLAREMONT,NH,NORTHEAST,3743,99930,30,PRIVATE (NOT FOR PROFIT),RURAL,NO,NA,000-099,NA,NA,NA,0
300028,COTTAGE HOSPITAL,SWIFTWATER RD,WOODSVILLE,NH,NORTHEAST,3785,99930,30,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,0
300029,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,PORTSMOUTH,NH,NORTHEAST,3801,40484,40484,PRIVATE (FOR PROFIT),URBAN,NO,28100,200-299,1518913607,HCA Healthcare (FKA Hospital Corporation of America),Hospital Corporation of America (HCA),0
300032,NEW HAMPSHIRE HOSP-MED SURG BLDG,105 PLEASANT ST,CONCORD,NH,NORTHEAST,3301,99930,30,STATE,RURAL,YES,NA,100-199,NA,NA,NA,0
300033,UPPER CONNECTICUT VALLEY HOSPITAL,13 CORLISS LANE,COLEBROOK,NH,NORTHEAST,3576,99930,30,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,0
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,NORTHEAST,8822,35084,35084,PRIVATE (NOT FOR PROFIT),URBAN,YES,2475,100-199,1922095116,NA,NA,0
310006,ST MARY'S GENERAL HOSPITAL,350 BOULEVARD,PASSAIC,NJ,NORTHEAST,7055,35614,35614,PRIVATE (FOR PROFIT),URBAN,NO,2413,200-299,1770901761,Prime Healthcare Services,Prime Healthcare Services,0
310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,NORTHEAST,7666,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,NO,2436,300-399,1104859131,NewYork-Presbyterian Healthcare System,NA,0
310010,PENN MEDICINE PRINCETON MEDICAL CENTER,ONE-FIVE PLAINSBORO ROAD,PLAINSBORO,NJ,NORTHEAST,8536,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,YES,2468,300-399,1689714255,Princeton HealthCare System,NA,0
310011,"CAPE REGIONAL MEDICAL CENTER, INC",TWO STONE HARBOR BLVD,CAPE MAY COURT HOUSE,NJ,NORTHEAST,8210,36140,36140,PRIVATE (NOT FOR PROFIT),URBAN,NO,4028,200-299,1053382697,NA,NA,0
310012,VALLEY HOSPITAL,223 N VAN DIEN AVENUE,RIDGEWOOD,NJ,NORTHEAST,7450,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,NO,2428,400-499,1013912633,NA,NA,0
310013,IRVINGTON GENERAL HOSPITAL,832 CHANCELLOR AVE,IRVINGTON,NJ,NORTHEAST,7111,35084,35084,OTHER (SPECIFY),URBAN,NO,NA,400-499,NA,NA,NA,0
310014,COOPER UNIVERSITY HOSPITAL,1 COOPER PLAZA,CAMDEN,NJ,NORTHEAST,8103,15804,15804,PRIVATE (NOT FOR PROFIT),URBAN,YES,62587,500+,1568442309,NA,NA,0
310016,CAREPOINT HEALTH-CHRIST HOSPITAL,176 PALISADE AVE,JERSEY CITY,NJ,NORTHEAST,7306,35614,35614,CHURCH,URBAN,NO,2424,400-499,1871859306,CarePoint Health,NA,0
310018,SAINT JAMES HOSPITAL,155 JEFFERSON ST,NEWARK,NJ,NORTHEAST,7105,35084,35084,CHURCH,URBAN,NO,NA,100-199,NA,NA,NA,0
310019,ST JOSEPH'S UNIVERSITY MEDICAL CENTER,703 MAIN ST,PATERSON,NJ,NORTHEAST,7503,35614,35614,CHURCH,URBAN,YES,2431,500+,1669462420,St Josephs Healthcare System,NA,0
310020,PBI REGIONAL MEDICAL CENTER,350 BOULEVARD,PASSAIC,NJ,NORTHEAST,7055,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,200-299,NA,NA,NA,0
310021,ST FRANCIS MEDICAL CENTER,601 HAMILTON AVE,TRENTON,NJ,NORTHEAST,8629,45940,45940,CHURCH,URBAN,YES,2470,400-499,1255419651,Trinity Health (FKA: CHE Trinity Health),Trinity Health (FKA: CHE Trinity Health),0
310022,VIRTUA WEST JERSEY HOSPITALS VOORHEES,100 BOWMAN DRIVE,VOORHEES,NJ,NORTHEAST,8043,15804,15804,PRIVATE (NOT FOR PROFIT),URBAN,NO,2452,500+,1528064409,Virtua Health,NA,0
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,865 STONE ST,RAHWAY,NJ,NORTHEAST,7065,35084,35084,PRIVATE (NOT FOR PROFIT),URBAN,NO,2415,200-299,1861486870,Robert Wood Johnson Health System,RWJ Barnabas Health,0
310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,29 EAST 29TH ST,BAYONNE,NJ,NORTHEAST,7002,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,NO,2406,200-299,1821101239,CarePoint Health,NA,0
